"","V1","V2","V3"
"1",0.632995857943337,-1,95.6210283089984
"2",0.633030828542247,-1,95.6217271354347
"3",0.6330061791335,-1,95.6224244242432
"4",0.6329017997028,-1,95.6231165384355
"5",0.632579245709878,-1,95.6265870136873
"6",0.632500165047509,-1,95.6272805273237
"7",0.63233244072786,-1,95.6279598395224
"8",0.631656298687715,-1,95.6313788745995
"9",0.631526216070249,-1,95.6320654200033
"10",0.631293126036499,-1,95.6327252735688
"11",0.631675490465689,-1,95.6357896305999
"12",0.634555501887604,-1,95.6375492190391
"13",0.6367382097329,-1,95.6391530290992
"14",0.63860823143612,-1,95.6407157142894
"15",0.640266915136239,-1,95.6422638937367
"16",0.641671885670753,-1,95.6437712934424
"17",0.642745602337811,-1,95.6451936331024
"18",0.643754161880386,-1,95.6466342565418
"19",0.6446594225777,-1,95.6480735162252
"20",0.645442985621726,-1,95.6494986066227
"21",0.646167417576947,-1,95.6509355708411
"22",0.646862403676809,-1,95.6523978342895
"23",0.647577355770755,-1,95.6539114020098
"24",0.648229444279656,-1,95.6554331692834
"25",0.648863224875861,-1,95.6569864325224
"26",0.649479970603091,-1,95.658572381861
"27",0.650027365529652,-1,95.66015989702
"28",0.650587498376398,-1,95.6617978682646
"29",0.651078482809504,-1,95.6634358924392
"30",0.651639055067029,-1,95.6651637354248
"31",0.652214490166042,-1,95.6669499167949
"32",0.652932872623377,-1,95.6688876469932
"33",0.653779004932706,-1,95.6709770086049
"34",0.654709014991473,-1,95.6731958190717
"35",0.655896288660732,-1,95.6756858408484
"36",0.657669460424001,-1,95.67872789165
"37",0.660245842490969,-1,95.6825431870328
"38",0.66472422881858,-1,95.6881151343374
"39",0.665897962957196,-1,95.6910932522527
"40",0.666537975304803,-1,95.6937033550565
"41",0.666765038038023,-1,95.6960200105284
"42",0.666389041923498,-1,95.6978366190021
"43",0.666001954053421,-1,95.6996801503587
"44",0.665731382494603,-1,95.7016788269588
"45",0.665585481471905,-1,95.7038533586826
"46",0.666700044769385,-1,95.7074102855836
"47",0.671404267957788,-1,95.7149811461453
"48",0.6699164503051,-1,95.7160402567982
"49",0.668259524848386,-1,95.7168973592505
"50",0.666376226301139,-1,95.7174692365745
"51",0.664407798033724,-1,95.7179038161128
"52",0.66237691098045,-1,95.7182197187485
"53",0.660151873863558,-1,95.7182405680509
"54",0.653083045978443,-1,95.7118174479214
"55",0.634170132680545,-1,95.6888875376391
"56",0.633127474201547,-1,95.689494817258
"57",0.63232079411088,-1,95.6904360877125
"58",0.631592280918474,-1,95.6915088526494
"59",0.63110543066347,-1,95.6929754971981
"60",0.635436391899876,-1,95.7020838619515
"61",0.642896737275183,-1,95.7168124811104
"62",0.642926037023381,-1,95.7199727207775
"63",0.642241906610427,-1,95.722049703464
"64",0.641069226411753,-1,95.7233359059759
"65",0.639683655458242,-1,95.7242607045423
"66",0.638128466485337,-1,95.7248703651755
"67",0.636208015576493,-1,95.7247457678643
"68",0.633869265725574,-1,95.723701288965
"69",0.631014414451626,-1,95.7214312307208
"70",0.627834550644796,-1,95.7182236768324
"71",0.625593365663299,-1,95.7168693045981
"72",0.623736358355608,-1,95.7162747653243
"73",0.62291515920549,-1,95.7181494426023
"74",0.62151241943986,-1,95.7186352841228
"75",0.620103021407901,-1,95.7190988718076
"76",0.618576735350491,-1,95.7192294744826
"77",0.616917606350858,-1,95.7189361501632
"78",0.615201081897165,-1,95.7183927721798
"79",0.613077548943622,-1,95.7164356710418
"80",0.610879173613048,-1,95.7139772653864
"81",0.608751978666409,-1,95.7114644550595
"82",0.607153511669975,-1,95.7106256939489
"83",0.6055205541944,-1,95.7095078638689
"84",0.603687674617302,-1,95.7073567165595
"85",0.60262756913115,-1,95.7083935741095
"86",0.601561253098646,-1,95.7095091956798
