"V1","V2","V3","V4"
0.62480801509287,-0.972675433809387,0,0
0.62480801509287,-0.972675433809387,0,1
0.636878683075186,-0.957380277219219,0,1
0.633478364176614,-0.942085120629051,0,1
0.630037657226174,-0.926789964038882,0,1
0.643286822308797,-0.911494807448714,0,1
0.657954185817723,-0.896199650858546,0,1
0.636408402220851,-0.880904494268377,0,1
0.626535646994779,-0.865609337678209,0,1
0.627750551373844,-0.850314181088041,0,1
0.632298002746015,-0.835019024497873,0,1
0.638105747665341,-0.819723867907705,0,1
0.656984597015991,-0.804428711317536,0,1
0.623217999289963,-0.789133554727368,0,1
0.6046728061682,-0.7738383981372,0,1
0.593342212491701,-0.758543241547032,0,1
0.586684031437295,-0.743248084956863,0,1
0.603143859945312,-0.727952928366695,0,1
0.606389235406098,-0.712657771776527,0,1
0.60705381970643,-0.697362615186359,0,1
0.612277026549208,-0.682067458596189,0,1
0.589832552369887,-0.666772302006022,0,1
0.582453434593818,-0.651477145415854,0,1
0.574471085251532,-0.636181988825686,0,1
0.581721056710981,-0.620886832235516,0,1
0.57262648468737,-0.605591675645349,0,1
0.559229454963325,-0.590296519055181,0,1
0.55603075654071,-0.575001362465013,0,1
0.555507302012828,-0.559706205874843,0,1
0.55454509806873,-0.544411049284675,0,1
0.554692418811593,-0.529115892694508,0,1
0.551878647965876,-0.51382073610434,0,1
0.549154973619697,-0.49852557951417,0,1
0.54722376481319,-0.483230422924002,0,1
0.544153142895061,-0.467935266333835,0,1
0.541748726719229,-0.452640109743667,0,1
0.540076687429676,-0.437344953153497,0,1
0.539206046290969,-0.422049796563329,0,1
0.538225337919579,-0.406754639973162,0,1
0.538325967942503,-0.391459483382994,0,1
0.537102502113734,-0.376164326792824,0,1
0.534977115010608,-0.360869170202656,0,1
0.534361492374816,-0.345574013612488,0,1
0.53224384830399,-0.330278857022321,0,1
0.529039549516024,-0.314983700432151,0,1
0.526794709053605,-0.299688543841983,0,1
0.523258575051036,-0.284393387251815,0,1
0.519832023231413,-0.269098230661647,0,1
